species,country,region,farm,aroma,cupper_points,sweetness,clean_cup,uniformity,balance,body,acidity,aftertaste,flavor
Arabica,El Salvador,apaneca,agua caliente,7.5,7.5,10.0,10.0,10.0,7.67,8.0,7.67,7.33,7.5
Arabica,Guatemala,antigua,finca medina,7.5,7.5,10.0,10.0,10.0,7.5,7.58,7.83,7.5,7.75
Arabica,Guatemala,oriente,"la esperanza, margarita nuyes",7.92,7.42,10.0,10.0,10.0,7.5,7.5,7.75,7.42,7.67
Arabica,Kenya,kenya,,7.83,7.83,9.33,9.33,9.33,8.5,7.83,7.75,7.67,7.75
Arabica,Thailand,thailand,,7.67,7.5,10.0,10.0,10.0,7.67,7.42,7.75,7.58,7.58
Arabica,"Tanzania, United Republic Of",mbinga,myanganyanga,7.58,7.67,10.0,10.0,10.0,7.58,7.42,7.58,7.67,7.67
Arabica,Colombia,huila,,7.58,7.75,10.0,10.0,10.0,7.67,7.5,7.67,7.5,7.5
Arabica,Uganda,eastern,kaptanya,8.0,7.67,10.0,10.0,10.0,7.58,7.33,7.42,7.5,7.67
Arabica,Colombia,,unkown,7.58,7.58,10.0,10.0,10.0,7.58,7.58,7.58,7.5,7.75
Arabica,Honduras,san marcos,el cerron,7.5,7.67,10.0,10.0,10.0,7.67,7.67,7.67,7.5,7.5
Arabica,Honduras,comayagua,los hicaques,7.67,7.5,10.0,10.0,10.0,7.67,7.5,7.67,7.5,7.67
Arabica,Guatemala,san marcos,nueva granada,7.33,7.67,10.0,10.0,10.0,7.67,7.33,8.17,7.17,7.83
Arabica,United States (Hawaii),kona,,7.5,7.58,10.0,10.0,10.0,7.67,7.92,7.42,7.58,7.5
Arabica,"Tanzania, United Republic Of",kilimanjaro,,7.58,7.58,10.0,10.0,10.0,7.58,7.58,7.75,7.58,7.5
Arabica,Guatemala,oriente,finca el morito,7.67,7.5,10.0,10.0,10.0,7.67,7.5,7.67,7.33,7.83
Arabica,Mexico,chiapas,santa cecilia,7.75,7.75,10.0,10.0,10.0,7.42,7.5,7.58,7.58,7.58
Arabica,Mexico,"tlanchinol, hidalgo",tlapacoya,7.75,7.67,10.0,10.0,10.0,7.58,7.42,7.5,7.58,7.67
Arabica,Mexico,san bartolo tutotepec,la loma,7.58,7.67,10.0,10.0,10.0,7.58,7.5,7.67,7.42,7.75
Arabica,Colombia,huila,,7.67,7.25,10.0,10.0,10.0,8.17,7.58,7.5,7.5,7.5
Arabica,Mexico,san isidro,el mirador,7.75,7.58,10.0,10.0,10.0,7.58,7.58,7.75,7.42,7.5
Arabica,Colombia,huila,,7.58,7.5,10.0,10.0,10.0,7.67,7.67,7.58,7.5,7.67
Arabica,Mexico,la concordia,finca nueva linda,7.5,7.58,10.0,10.0,10.0,7.5,7.67,7.58,7.58,7.75
Arabica,Brazil,south of minas,campo das flores,7.75,7.5,10.0,10.0,10.0,7.58,7.58,7.5,7.58,7.67
Arabica,Brazil,mogiana,são francisco da serra,7.92,7.67,10.0,10.0,10.0,7.5,7.42,7.58,7.5,7.58
Arabica,Guatemala,oriente,conquista / morito,7.75,7.5,9.33,10.0,10.0,8.0,7.92,7.5,7.67,7.5
Arabica,Brazil,south of minas,fazenda do lobo,7.75,7.58,10.0,10.0,10.0,7.5,7.75,7.5,7.58,7.5
Arabica,Brazil,south of minas,olhos d'agua,7.58,7.42,10.0,10.0,10.0,7.58,7.67,7.5,7.67,7.75
Arabica,El Salvador,santa ana,several,7.42,7.58,10.0,9.33,10.0,7.58,7.17,8.08,8.17,7.83
Arabica,Ethiopia,limu,tega and tula special coffee farm,7.75,7.92,9.33,9.33,9.33,7.92,7.83,8.08,7.67,8.0
Arabica,Colombia,cundinamarca,,7.58,7.5,10.0,10.0,10.0,7.58,7.75,7.67,7.33,7.67
Arabica,Colombia,huila,,7.75,7.17,10.0,10.0,10.0,7.75,8.0,7.42,7.5,7.5
Arabica,Brazil,south of minas,capoeirinha,7.58,7.58,10.0,10.0,10.0,7.58,7.67,7.5,7.58,7.58
Arabica,Brazil,south of minas,rio verde,7.33,7.92,10.0,10.0,10.0,7.42,7.75,7.33,7.67,7.67
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",kan tou mountain coffee 崁頭山咖啡館,7.83,7.75,10.0,10.0,9.33,7.25,7.67,7.83,7.5,7.92
Arabica,Brazil,chapadão de ferro (cerrado mineiro),,7.42,7.5,10.0,10.0,10.0,7.67,7.75,7.5,7.58,7.67
Arabica,Brazil,south of minas,rio verde,7.58,7.67,10.0,10.0,10.0,7.5,7.42,7.42,7.67,7.83
Arabica,Costa Rica,central valley,various,7.83,7.5,10.0,10.0,10.0,7.67,7.58,7.67,7.5,7.33
Arabica,United States (Hawaii),kona,,7.33,7.58,10.0,10.0,10.0,7.67,7.83,7.33,7.58,7.75
Arabica,Taiwan,chiayi alishan 嘉義縣阿里山鄉,alishan zou zhu yuan 阿里山鄒築園,7.75,7.58,10.0,10.0,10.0,7.5,7.5,7.5,7.5,7.75
Arabica,United States (Hawaii),kona,,7.83,7.5,10.0,10.0,10.0,7.67,7.75,7.17,7.33,7.83
Arabica,Mexico,santa catarina juquila,santa maria,7.75,7.5,10.0,10.0,10.0,7.5,7.5,7.75,7.42,7.67
Arabica,United States (Hawaii),kona,,7.67,8.08,10.0,9.33,9.33,8.0,7.92,7.67,7.5,7.58
Arabica,United States (Hawaii),kona,,7.33,7.42,10.0,10.0,10.0,7.58,7.67,7.92,7.58,7.58
Arabica,Colombia,huila,,7.33,8.17,10.0,10.0,10.0,8.08,7.25,7.58,7.33,7.33
Arabica,Colombia,cauca,,7.83,7.58,10.0,10.0,10.0,7.92,7.42,7.25,7.33,7.75
Arabica,Indonesia,dolok sanggul,lintong nihuta,7.67,7.5,10.0,10.0,10.0,7.58,7.67,7.58,7.5,7.58
Arabica,Guatemala,,,7.92,7.75,10.0,10.0,9.33,7.67,7.83,7.25,7.67,7.67
Arabica,Brazil,south of minas,fazenda capoeirnha,7.58,7.5,10.0,10.0,10.0,7.5,7.67,7.75,7.5,7.5
Arabica,Brazil,south of minas,fazenda capoeirnha,7.5,7.58,10.0,10.0,10.0,7.5,7.58,7.67,7.58,7.58
Arabica,Brazil,south of minas,capoeirinha,7.5,7.58,10.0,10.0,10.0,7.42,7.58,7.67,7.58,7.67
Arabica,Uganda,"kasese, mt. rwenzori",isule farmers group,7.67,7.58,10.0,10.0,10.0,7.5,7.83,7.42,7.42,7.58
Arabica,Uganda,"kasese, mt. rwenzori",ibanda farmers group,7.67,7.67,10.0,10.0,10.0,7.5,7.42,7.58,7.5,7.67
Arabica,Colombia,huila,,7.67,7.58,10.0,10.0,10.0,7.58,7.5,7.67,7.33,7.67
Arabica,Vietnam,vietnam cau dat,apollo estate,7.75,8.0,10.0,10.0,9.33,7.67,7.42,7.58,7.58,7.67
Arabica,Guatemala,nuevo oriente,el chile,7.67,7.42,10.0,10.0,10.0,7.5,7.42,7.92,7.33,7.75
Arabica,Guatemala,"el tumbador, san marcos",nueva granada,7.75,7.58,10.0,10.0,10.0,7.42,7.5,7.75,7.33,7.67
Arabica,Guatemala,antigua,finca medina,7.83,7.33,10.0,10.0,10.0,7.5,7.75,7.67,7.25,7.67
Arabica,Brazil,high mogiana,fazenda santo antonio,7.67,7.58,10.0,10.0,10.0,7.5,7.42,7.5,7.67,7.67
Arabica,Taiwan,嘉義阿里山,雅慕伊,7.92,7.17,10.0,10.0,10.0,7.25,7.33,7.58,7.83,7.92
Arabica,Uganda,kapchorwa,kabeywa county,7.83,7.5,10.0,10.0,10.0,7.5,7.58,7.5,7.5,7.58
Arabica,United States (Puerto Rico),yauco region,hacienda caracolillo,7.67,7.42,9.33,10.0,10.0,7.83,7.75,7.83,7.67,7.5
Arabica,Guatemala,antigua,grupo medina (pequeños productores),7.67,7.42,10.0,10.0,10.0,7.5,7.5,7.83,7.42,7.67
Arabica,Costa Rica,central valley,several,7.67,7.67,10.0,10.0,10.0,7.5,7.5,7.58,7.5,7.58
Arabica,Brazil,sul de minas,sertao farm,7.75,7.5,10.0,10.0,10.0,7.67,7.42,7.67,7.42,7.58
Arabica,Colombia,huila,,7.75,8.25,10.0,10.0,10.0,7.17,7.58,7.5,7.33,7.42
Arabica,Colombia,huila,,7.83,7.58,10.0,10.0,10.0,7.67,7.5,7.33,7.58,7.5
Arabica,Colombia,pitalito,,7.33,7.5,10.0,10.0,10.0,7.58,7.75,7.42,7.75,7.67
Arabica,Colombia,pitalito,,7.58,7.58,10.0,10.0,10.0,7.42,7.58,7.67,7.42,7.75
Arabica,Colombia,huila,,7.5,7.67,10.0,10.0,10.0,7.58,7.75,7.58,7.42,7.5
Arabica,Mexico,coatepec,vegas,7.67,7.58,10.0,10.0,10.0,7.58,7.67,7.5,7.42,7.58
Arabica,Mexico,atoyac de alvarez,finca la estancia,7.67,7.83,10.0,10.0,9.33,7.67,7.58,7.58,7.5,7.83
Arabica,Mexico,coatepec,las lomas,7.5,7.67,10.0,10.0,10.0,7.58,7.58,7.5,7.5,7.67
Arabica,Colombia,,,7.67,7.5,10.0,10.0,10.0,7.5,7.75,7.5,7.5,7.58
Arabica,Colombia,huila,various,7.75,7.58,10.0,10.0,9.33,7.75,7.83,7.67,7.5,7.58
Arabica,Colombia,huila,,7.67,7.5,10.0,10.0,10.0,7.42,7.67,7.58,7.58,7.58
Arabica,Guatemala,"la reforma, san marcos",la igualdad,7.5,7.33,10.0,10.0,10.0,7.83,7.5,7.67,7.5,7.67
Arabica,Colombia,la plata,,7.67,7.5,10.0,10.0,10.0,7.42,7.67,7.5,7.58,7.67
Arabica,Thailand,,doi tung development project,7.33,7.5,10.0,10.0,10.0,7.67,7.75,7.5,7.58,7.67
Arabica,Colombia,cauca,,7.33,7.58,10.0,10.0,10.0,7.92,7.58,7.33,7.58,7.67
Arabica,United States (Hawaii),,,7.83,8.08,9.33,9.33,9.33,7.83,7.92,7.83,7.67,7.83
Arabica,United States (Hawaii),,,7.5,7.67,10.0,10.0,10.0,7.67,7.58,7.58,7.42,7.58
Arabica,Colombia,huila,,7.5,7.42,10.0,10.0,10.0,7.58,7.58,7.67,7.67,7.58
Arabica,Nicaragua,matagalpa,santa rosa,7.58,7.92,9.33,9.33,9.33,8.08,7.92,7.92,7.75,7.83
Arabica,Thailand,,doi tung development project,7.5,7.42,10.0,10.0,10.0,7.5,8.17,7.75,7.42,7.25
Arabica,Brazil,south of minas,fazenda capoeirnha,7.67,7.5,10.0,10.0,10.0,7.5,7.58,7.58,7.5,7.58
Arabica,El Salvador,apaneca,santa josefita,7.5,7.5,9.33,10.0,10.0,7.83,7.92,7.58,7.75,7.5
Arabica,Colombia,guayata,,7.58,7.58,10.0,10.0,10.0,7.58,7.67,7.33,7.5,7.67
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",shi fang yuan 十方源,7.17,7.75,10.0,10.0,10.0,7.58,7.67,7.67,7.25,7.83
Arabica,Ethiopia,"blida,kercha,guji,oromia",-,7.58,7.58,10.0,10.0,10.0,7.58,7.58,7.5,7.5,7.58
Arabica,Taiwan,台東太麻里,佐佑品咖啡莊園,7.5,7.58,10.0,10.0,10.0,7.75,7.5,7.33,7.67,7.58
Arabica,Philippines,"bukidnon, mindanao, philppines",kalugmanan agri development corp.,7.58,7.5,10.0,10.0,10.0,7.5,7.5,7.58,7.67,7.58
Arabica,Philippines,asia pacific,"several, bukidnon, mindanao, philippines",8.08,7.42,10.0,10.0,10.0,7.5,7.33,7.42,7.67,7.5
Arabica,Mexico,cuarenteño,pinzoneno,7.83,7.58,10.0,10.0,10.0,7.5,7.5,7.58,7.25,7.67
Arabica,Mexico,chiapas,fiech (mixed producers),7.75,7.42,10.0,10.0,10.0,7.5,7.75,7.42,7.42,7.67
Arabica,Brazil,cerrado,fazenda pantano,7.08,7.58,10.0,10.0,10.0,7.67,7.75,7.83,7.5,7.5
Arabica,Uganda,eastern,sipi organic coffee project,8.0,7.58,10.0,10.0,10.0,7.42,7.33,7.58,7.5,7.5
Arabica,Uganda,west nile,nyapea coffee farmers,7.75,7.5,10.0,10.0,10.0,7.5,7.5,7.5,7.58,7.58
Arabica,Guatemala,antigua,finca medina,7.75,7.5,10.0,10.0,10.0,7.5,7.67,7.58,7.42,7.5
Arabica,Guatemala,antigua,finca medina,7.67,7.67,10.0,10.0,10.0,7.5,7.33,7.5,7.42,7.83
Arabica,Guatemala,,,7.58,7.75,10.0,10.0,10.0,7.58,7.58,7.58,7.25,7.58
Arabica,Colombia,huila,,7.58,7.58,10.0,10.0,10.0,7.58,7.58,7.33,7.75,7.5
Arabica,Colombia,huila,,7.75,7.67,10.0,10.0,10.0,7.5,7.75,7.5,7.25,7.5
Arabica,Guatemala,huehuetenango,finca los cerros y anexos,7.83,7.5,10.0,10.0,10.0,7.17,7.5,7.92,7.25,7.75
Arabica,Colombia,antioquia,,7.83,7.5,10.0,10.0,10.0,7.58,7.5,7.42,7.42,7.67
Arabica,Mexico,petatlan,el regalito,7.58,7.83,10.0,10.0,10.0,7.75,7.58,7.25,7.33,7.58
Arabica,Vietnam,don duong,"apollo co., ltd.",7.67,7.67,10.0,10.0,10.0,7.42,8.08,7.58,7.17,7.33
Arabica,Mexico,la cumbre,el jabali,8.0,7.75,10.0,10.0,9.33,7.42,7.67,7.17,7.67,7.92
Arabica,United States (Hawaii),kona,,7.5,7.5,10.0,10.0,10.0,7.83,7.67,7.42,7.5,7.5
Arabica,Colombia,cauca,,7.5,7.67,10.0,10.0,10.0,7.83,7.08,7.75,7.33,7.75
Arabica,Thailand,,doi tung development project,7.42,7.75,10.0,10.0,10.0,8.0,7.5,7.17,7.5,7.58
Arabica,Kenya,nyeri,jungle estate,7.75,7.5,10.0,10.0,10.0,7.5,7.5,7.58,7.42,7.58
Arabica,Guatemala,san marcos,piamonte,7.5,7.58,10.0,10.0,10.0,7.58,7.58,7.67,7.33,7.58
Arabica,Brazil,south of minas,capoeirinha,7.67,7.58,10.0,10.0,10.0,7.42,7.5,7.5,7.58,7.58
Arabica,El Salvador,"el balsamo, quezaltepec",el barbaro,7.33,7.33,10.0,10.0,10.0,7.67,7.33,7.83,7.67,7.67
Arabica,Rwanda,gicumbi,gicumbi,7.83,8.0,9.33,9.33,9.33,7.75,7.75,7.83,7.75,7.92
Arabica,Vietnam,vietnam tutra,apollo estate,7.25,7.92,10.0,10.0,10.0,7.42,7.75,7.42,7.5,7.58
Arabica,Guatemala,oriente,el papaturro,7.58,7.5,10.0,10.0,10.0,7.5,7.67,7.67,7.33,7.58
Arabica,Brazil,cerrado,santa fé 2,7.58,7.67,10.0,10.0,10.0,7.33,7.42,7.67,7.33,7.83
Arabica,Colombia,huila,,7.83,7.08,10.0,10.0,10.0,7.67,7.5,7.58,7.5,7.67
Arabica,United States,berastagi,"kampung keling, jumaraj, gurusinga, gongsol",7.42,7.58,10.0,10.0,10.0,7.75,7.75,7.5,7.25,7.58
Arabica,Guatemala,antigua,finca medina,7.67,7.5,10.0,10.0,10.0,7.17,7.42,7.67,7.75,7.67
Arabica,Colombia,santander,,7.5,7.67,10.0,10.0,10.0,7.58,7.58,7.5,7.58,7.42
Arabica,Colombia,huila,,7.83,7.58,10.0,10.0,10.0,7.5,7.5,7.42,7.5,7.5
Arabica,"Tanzania, United Republic Of",arusha,burka coffee estate,7.67,7.75,10.0,10.0,10.0,7.75,7.58,7.25,7.33,7.5
Arabica,Mexico,la concordia,,7.58,7.5,10.0,10.0,10.0,7.5,7.5,7.58,7.5,7.67
Arabica,Mexico,veracruz,santa rosa,7.67,7.58,10.0,10.0,10.0,7.42,7.42,7.75,7.42,7.58
Arabica,Guatemala,oriente,agropecuaria quiagral,7.67,7.42,10.0,10.0,10.0,7.92,7.33,7.5,7.33,7.67
Arabica,Mexico,la concordia,finca nueva linda,7.58,7.5,10.0,10.0,10.0,7.58,7.67,7.42,7.5,7.58
Arabica,El Salvador,santa ana,several farms,7.75,7.25,10.0,10.0,10.0,7.5,7.25,7.75,7.75,7.58
Arabica,Guatemala,santa rosa,providencia,7.5,7.5,10.0,10.0,10.0,7.5,7.58,7.67,7.42,7.58
Arabica,Guatemala,santa rosa,linda vista,7.58,7.5,10.0,10.0,10.0,7.42,7.5,7.58,7.5,7.67
Arabica,Guatemala,san marcos,las merceditas,7.5,7.5,10.0,10.0,10.0,7.58,7.67,7.67,7.17,7.67
Arabica,Guatemala,santa rosa,las delicias,7.5,7.58,10.0,10.0,10.0,7.5,7.67,7.58,7.42,7.5
Arabica,Guatemala,oriente,la esmeralda,7.42,7.67,10.0,10.0,10.0,7.5,7.5,7.67,7.42,7.58
Arabica,Indonesia,sapan toraja,various,7.5,7.58,10.0,10.0,10.0,7.5,7.58,7.58,7.42,7.58
Arabica,Guatemala,el progreso,la esmeralda,7.58,7.67,10.0,10.0,10.0,7.67,7.33,7.58,7.33,7.58
Arabica,Taiwan,"台南市東山區( dongshan dist., tainan city)",大鋤花間 (hoe vs. flower coffee farm),7.83,7.67,10.0,10.0,9.33,7.67,7.58,7.67,7.33,7.67
Arabica,El Salvador,cacahuatique,la montaña,7.67,7.67,10.0,10.0,10.0,7.67,7.58,7.33,7.17,7.67
Arabica,Costa Rica,tarrazu,gamboa,7.58,7.67,10.0,10.0,10.0,7.5,7.42,7.67,7.42,7.5
Arabica,Honduras,comayagua,los hicaques,7.58,7.67,10.0,10.0,10.0,7.5,7.5,7.58,7.42,7.5
Arabica,Brazil,south of minas,capoeirinha,7.5,7.5,10.0,10.0,10.0,7.58,7.58,7.5,7.58,7.5
Arabica,China,yunnan,man ganna estate,7.67,7.58,10.0,10.0,10.0,7.67,7.67,7.33,7.33,7.5
Arabica,China,menglian,pu'er lingdu yunlin coffee co.ltd,7.5,7.5,10.0,10.0,10.0,7.5,7.5,7.67,7.42,7.67
Arabica,Colombia,huila,,7.5,7.5,10.0,10.0,10.0,7.5,7.33,7.75,7.58,7.58
Arabica,Malawi,mzuzu,msese,7.75,7.67,10.0,10.0,10.0,7.5,7.33,7.5,7.42,7.58
Arabica,Guatemala,jalapa,el morito,7.75,7.42,10.0,10.0,10.0,7.67,7.5,7.75,7.25,7.42
Arabica,Colombia,huila,,7.67,7.67,10.0,10.0,10.0,7.67,7.33,7.58,7.42,7.42
Arabica,United States (Hawaii),kona,,7.67,7.42,10.0,10.0,10.0,7.5,7.33,7.83,7.42,7.58
Arabica,United States (Hawaii),kona,,7.58,7.75,10.0,9.33,9.33,8.0,7.42,7.75,7.75,7.83
Arabica,Colombia,antioquia,several,7.58,7.5,10.0,10.0,10.0,8.58,7.25,7.33,7.17,7.33
Arabica,Mexico,chiapas,san lorenzo,7.58,7.58,10.0,10.0,10.0,7.5,7.5,7.5,7.5,7.58
Arabica,Mexico,veracruz,tlamatoca,7.58,7.67,10.0,10.0,10.0,7.58,7.25,7.75,7.33,7.58
Arabica,Mexico,atoyac de alvarez,,8.08,8.08,10.0,10.0,6.67,7.92,7.83,8.0,8.0,8.17
Arabica,Colombia,south huila,supply chain ecom cca s.a.,7.5,7.5,10.0,10.0,10.0,7.58,7.5,7.67,7.42,7.58
Arabica,Colombia,huila,,7.67,7.42,10.0,10.0,10.0,7.42,7.5,7.58,7.58,7.58
Arabica,United States (Hawaii),kona,,7.25,7.75,10.0,10.0,9.33,7.67,7.67,7.83,7.5,7.75
Arabica,Panama,boquete,hacienda la esmeralda,7.42,7.58,10.0,10.0,10.0,7.75,7.5,7.58,7.5,7.42
Arabica,United States (Hawaii),kona,,7.75,7.42,10.0,10.0,10.0,7.42,7.17,7.83,7.5,7.67
Arabica,Brazil,south of minas,capoeirinha,7.5,7.5,10.0,10.0,10.0,7.5,7.58,7.75,7.25,7.58
Arabica,Brazil,south of minas,capoeirinha,7.5,7.5,10.0,10.0,10.0,7.42,7.5,7.67,7.5,7.58
Arabica,Laos,"paksong,laos",savan coffee bean,7.67,7.58,10.0,10.0,10.0,7.5,7.42,7.42,7.42,7.67
Arabica,El Salvador,"el balsamo, quezaltepec",el barbaro,7.67,7.5,9.33,10.0,10.0,7.67,7.5,7.67,7.67,7.67
Arabica,Mexico,veracruz,gabriel bernard rivas ross,7.5,7.75,10.0,10.0,10.0,7.17,7.42,7.75,7.42,7.67
Arabica,Colombia,huila,,7.75,7.42,10.0,10.0,10.0,7.75,7.33,7.58,7.33,7.5
Arabica,Brazil,south of minas,rio verde,7.58,7.5,10.0,10.0,10.0,7.5,7.5,7.67,7.42,7.5
Arabica,Brazil,monte carmelo,santa maria,7.33,7.5,10.0,10.0,10.0,7.5,7.67,7.58,7.58,7.5
Arabica,"Tanzania, United Republic Of",karatu arusha,nitin,7.5,7.58,10.0,10.0,10.0,7.58,7.5,7.5,7.5,7.5
Arabica,"Tanzania, United Republic Of",mbinga,ampcg,7.58,7.58,10.0,10.0,10.0,7.58,7.33,7.58,7.5,7.5
Arabica,Taiwan,嘉義阿里山,伊娜咖啡莊園,8.0,7.08,10.0,10.0,10.0,7.25,7.25,7.42,7.83,7.83
Arabica,Mexico,la yerba,los llanitos,7.67,7.58,10.0,10.0,10.0,7.5,7.42,7.5,7.42,7.58
Arabica,Uganda,mt elgon,bugisu shamba,7.67,7.5,10.0,10.0,10.0,7.5,7.5,7.67,7.33,7.5
Arabica,Taiwan,chiayi alishan 嘉義縣阿里山鄉,zhuo wu shan coffee 卓武山咖啡農場,7.67,7.5,10.0,10.0,10.0,7.5,7.5,7.5,7.5,7.5
Arabica,Thailand,phahi,m10,7.42,7.5,10.0,10.0,10.0,7.5,7.58,7.67,7.5,7.5
Arabica,Colombia,huila,,7.75,7.42,10.0,10.0,10.0,7.42,7.58,7.25,7.67,7.58
Arabica,El Salvador,,,7.92,7.67,9.33,10.0,10.0,7.58,7.92,6.75,7.5,8.0
Arabica,Guatemala,antigua,finca medina,7.67,7.5,10.0,10.0,10.0,7.5,7.5,7.67,7.17,7.67
Arabica,Thailand,thailand,doi tung development project,7.83,7.58,9.33,10.0,10.0,7.83,7.58,7.33,7.83,7.33
Arabica,Mexico,,finca monte grande,7.58,7.58,10.0,10.0,10.0,7.5,7.42,7.58,7.42,7.58
Arabica,Mexico,mahuixtlan,finca castillos,7.5,7.58,10.0,10.0,10.0,7.42,7.42,7.58,7.58,7.58
Arabica,Colombia,52 narino (exact location: mattituy; municipal region: florida code 381,la canada,7.33,7.58,10.0,10.0,10.0,7.67,7.67,7.42,7.42,7.58
Arabica,United States (Hawaii),kona,,7.83,7.58,9.33,10.0,10.0,7.58,7.5,7.67,7.5,7.67
Arabica,Mexico,mexico,kassandra,7.75,7.08,10.0,10.0,10.0,7.58,7.67,7.75,7.25,7.58
Arabica,Colombia,huila,,8.08,7.42,10.0,10.0,10.0,7.17,7.33,7.33,7.67,7.67
Arabica,Colombia,,,7.5,7.58,10.0,10.0,10.0,7.83,7.67,7.33,7.33,7.42
Arabica,Guatemala,oriente,la esmeralda,7.5,7.5,10.0,10.0,10.0,7.5,7.5,7.75,7.42,7.42
Arabica,Taiwan,國姓鄉 guoshing township,林園咖啡 lin yuan coffee,7.67,7.5,10.0,10.0,10.0,7.5,7.58,7.42,7.5,7.42
Arabica,Brazil,south of minas,,7.5,7.5,10.0,10.0,10.0,7.33,7.75,7.5,7.42,7.58
Arabica,Taiwan,changhua baguashan 彰化市八卦山,台中市新社區崑山里,7.25,10.0,10.0,10.0,10.0,7.0,7.0,7.08,7.0,7.25
Arabica,Brazil,campos altos - cerrado,,7.42,8.0,10.0,10.0,10.0,7.67,7.25,7.33,7.5,7.42
Arabica,Indonesia,aceh,small holders farmer,7.83,7.5,10.0,10.0,10.0,7.5,7.42,7.33,7.42,7.58
Arabica,Thailand,thailand,,7.75,7.5,10.0,10.0,10.0,7.5,7.42,7.67,7.42,7.33
Arabica,Thailand,chiangrai,,7.42,7.5,10.0,10.0,10.0,7.5,7.58,7.42,7.58,7.58
Arabica,"Tanzania, United Republic Of",ikand village,lubanda amcos,7.75,7.5,10.0,10.0,10.0,7.5,7.58,7.5,7.33,7.42
Arabica,Uganda,eastern,mt.elgon sipi falls cheema,7.83,7.42,10.0,10.0,10.0,7.42,7.42,7.58,7.42,7.5
Arabica,Costa Rica,central valley,various,7.67,7.58,10.0,10.0,10.0,7.75,7.0,7.67,7.5,7.42
Arabica,Mexico,veracruz,,7.58,7.58,10.0,10.0,9.33,7.67,7.67,7.75,7.42,7.58
Arabica,Guatemala,,,7.5,7.5,10.0,10.0,10.0,7.58,7.42,7.58,7.42,7.58
Arabica,Colombia,huila,various,7.75,7.5,10.0,10.0,10.0,7.83,7.5,7.42,7.33,7.25
Arabica,Colombia,huila,various,7.75,7.42,10.0,10.0,10.0,7.58,7.33,7.25,7.75,7.5
Arabica,Colombia,huila,,7.58,7.42,10.0,10.0,10.0,7.42,7.67,7.58,7.42,7.5
Arabica,Mexico,oaxaca,jamaica,7.5,7.58,10.0,10.0,10.0,7.5,7.42,7.5,7.5,7.58
Arabica,Mexico,colima,la timbuchera; el ocotito y la hortaliza,7.67,7.5,10.0,10.0,10.0,6.83,7.67,7.75,7.58,7.58
Arabica,Colombia,huila,,7.33,7.67,10.0,10.0,10.0,7.5,7.67,7.42,7.58,7.42
Arabica,Brazil,south of minas,fazenda chamusca,7.58,7.42,10.0,10.0,10.0,7.5,7.5,7.75,7.33,7.5
Arabica,Brazil,south of minas,fazenda capoeirnha,7.5,7.42,10.0,10.0,10.0,7.5,7.58,7.5,7.5,7.5
Arabica,Indonesia,bali,various,7.83,7.42,10.0,10.0,10.0,7.33,7.42,7.5,7.25,7.75
Arabica,Honduras,comayagua,las cuchillas,7.58,7.5,10.0,10.0,10.0,7.5,7.5,7.5,7.33,7.58
Arabica,Guatemala,oriente,la esperanza,7.5,7.5,10.0,10.0,10.0,7.5,7.67,7.5,7.33,7.5
Arabica,Thailand,thailand,,7.5,7.83,10.0,10.0,9.33,7.42,7.33,7.75,7.5,7.83
Arabica,Thailand,chiangrai,,7.33,7.5,10.0,10.0,10.0,7.5,7.67,7.5,7.5,7.5
Arabica,"Tanzania, United Republic Of",karatu arusha,shah plantation,7.67,7.5,10.0,10.0,10.0,7.5,7.5,7.58,7.33,7.42
Arabica,"Tanzania, United Republic Of",moshi,amkeni,7.75,7.58,10.0,10.0,10.0,7.58,7.58,7.58,7.42,7.0
Arabica,Mexico,chiapas,finca san el retiro,7.42,7.58,10.0,10.0,10.0,7.5,7.25,7.67,7.5,7.58
Arabica,Brazil,south of minas,fazenda rio verde,7.42,7.5,10.0,10.0,10.0,7.67,7.42,7.33,7.67,7.5
Arabica,Guatemala,oriente,la union monte verde,7.83,7.33,10.0,10.0,10.0,7.5,7.42,7.67,7.33,7.42
Arabica,Colombia,huila,,7.5,7.5,10.0,10.0,10.0,7.58,7.58,7.42,7.42,7.5
Arabica,Guatemala,oriente,la esperanza y anexos,7.83,7.33,10.0,10.0,10.0,7.67,7.5,7.33,7.17,7.67
Arabica,Mexico,san bartolo tutotepec,la pagua,7.5,7.58,10.0,10.0,10.0,7.42,7.42,7.5,7.5,7.58
Arabica,Mexico,zapotitlan de mendez,caltuchoco,7.67,7.5,10.0,10.0,10.0,7.33,7.5,7.67,7.33,7.5
Arabica,Mexico,la concordia,santa cruz - pante don manuel,7.92,7.5,10.0,10.0,10.0,7.42,7.25,7.58,7.33,7.5
Arabica,Guatemala,oriente,various,7.67,7.5,10.0,10.0,10.0,7.83,7.5,7.33,7.33,7.33
Arabica,Brazil,carmo de minas,fazenda do sertao,7.67,7.42,10.0,10.0,10.0,7.5,7.5,7.67,7.33,7.42
Arabica,Colombia,huila,,7.67,7.58,10.0,10.0,10.0,7.67,7.25,7.5,7.33,7.5
Arabica,United States (Hawaii),kona,,7.33,7.58,10.0,10.0,10.0,7.67,7.42,7.75,7.33,7.42
